PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,MAIN_STAFF_GROUP,STAFF_GROUP,HC,FTE
201109 to 201209,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,194,117.97034
201109 to 201209,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,Nurses & health visitors,30186,26428.65814
201109 to 201209,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,Midwives,2595,2074.68224
201109 to 201209,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,Ambulance staff,1739,1644.5258
201109 to 201209,Denominator at start of period,Y61,East of England,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",13910,11937.02203
201109 to 201209,Denominator at start of period,Y61,East of England,Support to clinical staff,All staff groups,33520,27464.05863
201109 to 201209,Denominator at start of period,Y61,East of England,Support to clinical staff,"Support to doctors, nurses & midwives",26028,21174.02502
201109 to 201209,Denominator at start of period,Y61,East of England,Support to clinical staff,Support to ambulance staff,1660,1493.04742
201109 to 201209,Denominator at start of period,Y61,East of England,Support to clinical staff,Support to ST&T staff,5887,4796.98619
201109 to 201209,Denominator at start of period,Y61,East of England,NHS infrastructure support,All staff groups,19249,16766.98029
201109 to 201209,Denominator at start of period,Y61,East of England,NHS infrastructure support,Senior managers,1355,1305.98595
201109 to 201209,Denominator at start of period,Y61,East of England,NHS infrastructure support,Managers,2355,2234.0371
201109 to 201209,Denominator at start of period,Y61,East of England,NHS infrastructure support,Central functions,10168,8883.80065
201109 to 201209,Denominator at start of period,Y61,East of England,NHS infrastructure support,"Hotel, property & estates",5386,4343.15659
201109 to 201209,Denominator at start of period,Y61,East of England,Unknown classification,Unknown classification,450,390.9759
201109 to 201209,Denominator at start of period,Y62,North West,All staff groups,All staff groups,170496,148815.30645
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,All staff groups,87156,77833.21994
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - All grades,14418,13525.42734
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Consultant,5441,5174.7081
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,462,426.78181
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,794,666.65034
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Staff Grade,131,109.12
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,3911,3798.63275
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Core Training,1311,1298.49167
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,891,885.75
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,840,840.2
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,383,130.36736
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,324,194.72531
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,Nurses & health visitors,46743,41504.28731
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,Midwives,3339,2725.52155
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,Ambulance staff,2601,2527.16846
201109 to 201209,Denominator at start of period,Y62,North West,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",20120,17550.81528
201109 to 201209,Denominator at start of period,Y62,North West,Support to clinical staff,All staff groups,49995,42068.45668
201109 to 201209,Denominator at start of period,Y62,North West,Support to clinical staff,"Support to doctors, nurses & midwives",38867,32590.18638
201109 to 201209,Denominator at start of period,Y62,North West,Support to clinical staff,Support to ambulance staff,1938,1746.81466
201109 to 201209,Denominator at start of period,Y62,North West,Support to clinical staff,Support to ST&T staff,9270,7731.45564
201109 to 201209,Denominator at start of period,Y62,North West,NHS infrastructure support,All staff groups,33152,28422.73959
201109 to 201209,Denominator at start of period,Y62,North West,NHS infrastructure support,Senior managers,1773,1720.48589
201109 to 201209,Denominator at start of period,Y62,North West,NHS infrastructure support,Managers,3327,3180.80478
201109 to 201209,Denominator at start of period,Y62,North West,NHS infrastructure support,Central functions,16108,14302.57359
201109 to 201209,Denominator at start of period,Y62,North West,NHS infrastructure support,"Hotel, property & estates",11984,9218.87533
201109 to 201209,Denominator at start of period,Y62,North West,Unknown classification,Unknown classification,561,490.89024
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,All staff groups,All staff groups,204195,175911.59364
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,All staff groups,103063,91235.23901
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - All grades,17004,15836.84129
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Consultant,6483,6194.51104
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,511,460.16529
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,843,702.27796
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Staff Grade,126,103.94432
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,4518,4382.49811
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Core Training,1605,1591.72325
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,1022,1013.9625
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1053,1049.525
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,639,175.36769
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,253,162.86613
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,Nurses & health visitors,55783,49043.75346
201109 to 201209,Denominator at start of period,Y63,North East and Yorkshire,Professionally qualified clinical staff,Midwives,3891,3183.29332
