DATA_MONTH,DATA_LEVEL,NHSE_REGION_CODE,NHSE_REGION_NAME,ICS_CODE,ICS_NAME,ORG_CODE,ORG_NAME,MAIN_STAFF_GROUP,STAFF_GROUP_1,STAFF_GROUP_2,CARE_SETTING,LEVEL,GRADE,FTE,HEADCOUNT
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,003_Other ST&T Manager,Band 8c,4.56,5
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,003_Other ST&T Manager,Band 8d,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,003_Other ST&T Manager,Band 9,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,005_Scientist,Band 6,29.0,29
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,005_Scientist,Band 7,49.14666,54
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,005_Scientist,Band 8a,61.44667,75
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,005_Scientist,Band 8b,21.77579,25
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,005_Scientist,Band 8c,2.0,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,006_Scientific Officer,Band 5,13.0,13
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,007_Technician,Band 4,15.84,18
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,007_Technician,Band 5,61.78,72
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,007_Technician,Band 6,23.42001,26
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",018_Pharmacy,007_Technician,Band 7,4.30667,5
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",020_Dental,007_Technician,Band 5,14.0,17
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",020_Dental,007_Technician,Band 6,4.47334,6
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",020_Dental,007_Technician,Band 7,2.0,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",020_Dental,007_Technician,Band 8a,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",023_Social Services,004_Therapist,Band 6,0.5,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",024_Optometry,005_Scientist,Band 6,0.4,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",024_Optometry,005_Scientist,Band 7,9.69333,26
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",024_Optometry,005_Scientist,Band 8a,2.65333,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",025_Other ST&T Staff,003_Other ST&T Manager,Band 8a,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",025_Other ST&T Staff,004_Therapist,Band 5,2.73334,4
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",025_Other ST&T Staff,004_Therapist,Band 6,6.44346,11
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",025_Other ST&T Staff,004_Therapist,Band 7,18.0,19
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",025_Other ST&T Staff,004_Therapist,Band 8a,5.77334,7
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",025_Other ST&T Staff,005_Scientist,Band 6,1.64,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",025_Other ST&T Staff,007_Technician,Band 5,3.96,4
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",025_Other ST&T Staff,007_Technician,Band 6,3.0,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff","016_Other scientific, therapeutic & technical staff",025_Other ST&T Staff,007_Technician,Band 7,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,009_Consultant Clinical Scientist,Band 8c,1.45333,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,009_Consultant Clinical Scientist,Band 8d,3.0,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,012_Healthcare Scientist Manager,Band 7,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,012_Healthcare Scientist Manager,Band 8a,3.96667,4
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,013_Specialist Clinical Scientist,Band 8a,2.56,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,014_Clinical Scientist,Band 6,1.73333,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,014_Clinical Scientist,Band 7,10.42666,11
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,016_Biomedical Scientist,Band 8a,3.0,3
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,017_Specialist Healthcare Science Practitioner,Band 6,68.07334,74
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,017_Specialist Healthcare Science Practitioner,Band 7,24.06,26
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,017_Specialist Healthcare Science Practitioner,Band 8a,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,018_Healthcare Science Practitioner,Band 5,36.03333,37
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,020_Blood Sciences,018_Healthcare Science Practitioner,Band 6,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,021_Infection Sciences,009_Consultant Clinical Scientist,Band 8c,1.0,1
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,021_Infection Sciences,012_Healthcare Scientist Manager,Band 8a,1.5,2
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,021_Infection Sciences,014_Clinical Scientist,Band 7,3.6,4
2025-10-31,Organisation,Y60,Midlands,QK1,"Leicester, Leicestershire and Rutland",RWE,University Hospitals of Leicester NHS Trust,001_Professionally qualified clinical staff,"014_Scientific, therapeutic & technical staff",017_Healthcare scientists,021_Infection Sciences,015_Specialist Biomedical Scientist,Band 7,1.0,1
